text,label
I've made a bank transfer but the money doesn't seem to be in my account.,balance_not_updated_after_bank_transfer
What is the process for activating my card?,activate_my_card
Am I gonna be charged for sending out more cards?,getting_spare_card
I used my card to make a payment and wondered why the payment was reverted?,reverted_card_payment?
I am missing a refund amount on my account.,Refund_not_showing_up
Do I need to verify the top-up?,verify_top_up
There is  an extra 1£ charge on my app. Why did it charge me extra?,extra_charge_on_statement
Do cash machines let me change my pin?,change_pin
What documents do I need for the identity check?,verify_my_identity
"Soon my card will expire, how do I get a new one?",card_about_to_expire
There is a missing transfer on my account,balance_not_updated_after_bank_transfer
"I accidentally made a payment from the wrong account yesterday. It's my rent payment, and it's very large, so the account I paid from won't be able to cover the amount. It's really important that the payment be made from the right account?",cancel_transfer
Are you ripping people off with the exchange rate?  It can't be that atrocious between banks.,card_payment_wrong_exchange_rate
Today I used my card at a restaurant and it was declined. Why?,card_not_working
What should I do if I think someone is using my card without my permission?,compromised_card
It seems that something went wrong with my exchange. I changed Russian Ruble into UK pounds but have been charged entirely too much!,card_payment_wrong_exchange_rate
I made a cash deposit almost a week ago but it's still not there!! please sort this out asap I need the money,balance_not_updated_after_cheque_or_cash_deposit
I found the exchange rate for my cash withdrawal is wrong,wrong_exchange_rate_for_cash_withdrawal
Please let me know how to change my PIN?,change_pin
What is the meaning of a pending payment?,pending_card_payment
Is PIN delivered separately?,get_physical_card
Can I use my card for online payments?,card_acceptance
Card delivery services? Where?,order_physical_card
Which cash machines will allow me to change my PIN?,change_pin
I was attempting to top up with my card but the money has vanished!,topping_up_by_card
How can I verify my identity?,verify_my_identity
What do I need to do to link my new card for my account?,card_linking
"I wanted to buy something online yesterday, but I could not because the card got declined on the day of and the following day. What is wrong with the card?",declined_transfer
Why was I not able to complete a transfer?,failed_transfer
I withdrew cash and was charged,cash_withdrawal_charge
Do you accept all cards and currencies?,supported_cards_and_currencies
My PIN has been blocked.,pin_blocked
I still don't have a card. How do I get one?,order_physical_card
Balance is not up to date.,balance_not_updated_after_bank_transfer
The app doesn't show the card I received.,card_linking
What is needed for my daughter to open an account?,age_limit
How can I lookup the source for my available money?,verify_source_of_funds
"I transferred a payment a couple days ago and it shows done, but it has not been received.  Could you please help me?",transfer_not_received_by_recipient
"There was money taken out of my account, and I'm pretty sure I didn't do it.",cash_withdrawal_not_recognised
Can I get my friends to add money to my account?,topping_up_by_card
What should I do if my passcode won't work?,passcode_forgotten
What if I want to add a card I already have to the app?,card_linking
I would like to track the card you sent to me.,card_arrival
I want to op up my account by using bank transfer. How do I go about it?,transfer_into_account
How can I set a new pin.,change_pin
Can I be given a new passcode?,passcode_forgotten
Is it possible to change from USD to GBP with your App?,exchange_via_app
I can't get the ATM to give me any cash,declined_cash_withdrawal
I'd like more information about choosing a Visa or Mastercard.,visa_or_mastercard
I did not make a cash withdrawal that is on my statement,cash_withdrawal_not_recognised
I just had a wedding and I want to take my spouses name.,edit_personal_details
Can I get a Visa instead of a MasterCard?,visa_or_mastercard
"Please, activate my card",activate_my_card
I'm trying to figure out the current exchange rate.,exchange_rate
I checked my account today and it said I was out of money. How do I transfer money into my account?,transfer_into_account
Is there anything to do because my phone was stolen?,lost_or_stolen_phone
are SWIFT transfers an option?,top_up_by_bank_transfer_charge
"Something is wrong, my top-up is gone and I don't know what happened to my money.",top_up_reverted
What are the ATMs that will accept this card?,atm_support
Why am I getting a fee on a card payment?,card_payment_fee_charged
I was not distributed the correct amount of cash that I asked for,wrong_amount_of_cash_received
I am having trouble proving my identity.,unable_to_verify_identity
Why did my transfer fail?  What can I do?,failed_transfer
I still haven't seen a refund on my account,Refund_not_showing_up
I have gone through my statements and noticed there is a large payment that I did not make. Can i still dispute the payment? its been a while,direct_debit_payment_not_recognised
Why can't I make a transfer?,failed_transfer
Can you help me reset my passcode? I forgot it.,passcode_forgotten
I won't verify my identity.,why_verify_identity
Why can't I topup my account?,top_up_failed
How can I fix a problem where contactless isn't working?,contactless_not_working
"Hi, I sent my landlord my rent money a few days ago and while everything seems good on my end he says that he never got the money. I double checked the account number and it's correct. Can you help me figure this out?",transfer_not_received_by_recipient
My transfer hasn't arrived,transfer_not_received_by_recipient
I did a transfer earlier but see that it failed to go through.,failed_transfer
"I think I want AUD and not GBP, can you help?",exchange_via_app
Can I change my information?,edit_personal_details
how long and how much does it cost for new card,card_about_to_expire
someone stole my money,direct_debit_payment_not_recognised
I need a refund on a direct debit that shows in the app because I did not make it.,direct_debit_payment_not_recognised
I purchased something abroad but the exchange rate is incorrect.,card_payment_wrong_exchange_rate
"My salary is in GBP, do I need to exchange it before putting it into my account?",receiving_money
How can I get a virtual card for a one-time transaction?,get_disposable_virtual_card
"This company isn't good, I would like to delete my account.",terminate_account
Which credit or debit cards can I use to top up?,supported_cards_and_currencies
I would like to get both a Visa and MasterCard?,visa_or_mastercard
I haven't been able to complete any transactions on my card today. Do you know what's wrong?,card_not_working
How much is it to send out additional cards?,getting_spare_card
Shouldn't my new card be here by now?,card_arrival
I thought cash withdrawals didn't have a fee,cash_withdrawal_charge
I ordered a card and I still haven't received it. It's been two weeks. What can I do?,card_arrival
Are EUR exchanges acceptable?,fiat_currency_support
Why have my top ups been canceled?,top_up_reverted
I'm still waiting for my top-up to go through,pending_top_up
There is a payment on my card that I do not recognize.,card_payment_not_recognised
Will I get a real card?,order_physical_card
How much is the charge to top up my card?,top_up_by_card_charge
What are the exchange rates?,exchange_rate
"I want to get some cash from the ATM using my card but I dont want to be charged any fees. Ive taken some money out before with no fees, but recently Ive been getting charged. Why?",cash_withdrawal_charge
It is common for an international transfer to take 2 days or longer? I made a transfer from France 2 days ago and I have not seen it yet.,balance_not_updated_after_bank_transfer
My card wants to be topped what do you guys support?,supported_cards_and_currencies
I don't understand why it says I have to verify the top-up.,verify_top_up
Can my daughter open an account?,age_limit
I tried to withdraw $100 but only got $20. What happened?,wrong_amount_of_cash_received
Can my account me accessed by a thief?  I was mugged.,lost_or_stolen_phone
I've already sent the money out and still have not received money in my account.,balance_not_updated_after_cheque_or_cash_deposit
"I transferred some money recently and saw a fee on my account, what's that for?",transfer_fee_charged
Problem with my top up going through,pending_top_up
"I shouldn't have been charged but I see a fee, why?",card_payment_fee_charged
"I got a transfer fail message, but no explanation of why-- what happened?",failed_transfer
can i get a virtual card online,get_disposable_virtual_card
I am having an issue with an in country transfer I did a few days ago. It has yet to appear in my account. I have checked to be sure that all account information is correct multiple times. What is taking the transfer so long?,transfer_not_received_by_recipient
Can I activate my card?,activate_my_card
Can you tell me the status of my new card?,lost_or_stolen_card
I had a dollar charged to my account that's still pending and wanted to know what the charge is for?,extra_charge_on_statement
I noticed the exchange rate for cash withdrawal isn't right.,wrong_exchange_rate_for_cash_withdrawal
I have a transfer that is still pending.,pending_transfer
I haven't received my virtual card yet!!,getting_virtual_card
Will I be charged a fee for a SEPA transfer?,top_up_by_bank_transfer_charge
How do I change my name?,edit_personal_details
How much am I allowed to top-up?,top_up_limits
Whats the maximum number of disposable cards that I can get?,disposable_card_limits
I can not find my card pin.,get_physical_card
Please help me get a refund?,request_refund
"Hi, I made a transfer yesterday that I need to reverse.  I need to put the money in a different account.",cancel_transfer
I need to know the process to transfer money into my account.,transfer_into_account
Where can I have a new bank card sent to China?,card_about_to_expire
Why did I get charged for a transfer?,transfer_fee_charged
Will I get charged for topping up with an international card?,top_up_by_card_charge
Help me terminate and close my account.,terminate_account
The exchange rate for my electronic payment is incorrect.,card_payment_wrong_exchange_rate
My disposable virtual card is not working,virtual_card_not_working
i need to trace a deposit,verify_source_of_funds
I see cash in my app but I did not get it.,cash_withdrawal_not_recognised
When will my deposit post to my account?,balance_not_updated_after_cheque_or_cash_deposit
How come the money from the merchant appeared back into my account?,reverted_card_payment?
Can you get me my card fast?,card_delivery_estimate
I am looking for my top-up verification code and cannot find it.,verify_top_up
I would like to use cash to make a top-up?,top_up_by_cash_or_cheque
There are funds showing in my app that I did not receive.,cash_withdrawal_not_recognised
The ATM won't give me my card back. I need it back now!,card_swallowed
"When I got cash, my exchange rate was wrong.",wrong_exchange_rate_for_cash_withdrawal
How can you assist on verifying my identity?,verify_my_identity
"It looks like someone else withdrew cash from my account, can you help?",cash_withdrawal_not_recognised
The app reverted after I topped-up,top_up_reverted
I want to know about your refund policy.,request_refund
Why was I denied the option to transfer money to a selected beneficiary?,beneficiary_not_allowed
I tried withdrawing but my cash is not showing up?,wrong_amount_of_cash_received
I changed my mind on something I purchased through you and I need the transaction canceled and a refund as soon as possible. Can you help me please?,request_refund
Can I unblock my pin?,pin_blocked
"I moved, can I edit my personal details?",edit_personal_details
I am still waiting for my card after 1 week.  Is this ok?,card_arrival
Can you tell me why I noticed a $1 charge on my statement?,extra_charge_on_statement
Where do you get those exchange rates?,exchange_rate
How long does a transfer stay pending?,pending_transfer
Where can I see the refund in my account,Refund_not_showing_up
Why was I charged an additional fee when paying with card?,card_payment_fee_charged
How long does a payment show as pending before i should worry about it?,pending_card_payment
Can I hold more than one currency?,fiat_currency_support
I tried to get gas but my money was gone!,topping_up_by_card
Can I Transfer from SWIFT?,top_up_by_bank_transfer_charge
I have an unusual payment in my statement,card_payment_not_recognised
"I used my card to top up, but the money is not there!",topping_up_by_card
Why was I charged a fee for debit or credit card payment?,card_payment_fee_charged
"i made a payment with my card and was charged a fee, why would you do that",card_payment_fee_charged
Can I change my pin number at a cash machine?,change_pin
Can you tell me my code to get into the app?,passcode_forgotten
I wasn't able to use my top up card because the money I put on there wasn't there anymore,topping_up_by_card
Can I top up my balance with a cheque?,top_up_by_cash_or_cheque
I moved to a new city and need to change my address,edit_personal_details
Can I have a spare card for this account please?,getting_spare_card
I need to cancel a transaction please!,cancel_transfer
Can I already use my account although the identity verification has not passed yet?,why_verify_identity
The  money I transferred does not show in the balance.,balance_not_updated_after_bank_transfer
I didn't get the money I transferred,balance_not_updated_after_bank_transfer
"My statement shows a 1£ purchase pending. I do not remember making this purchase, please let me know what this is about.",extra_charge_on_statement
"I hate this ATM, it charged me an extra fee, Why did it charge?",cash_withdrawal_charge
What are these disposable cards meant for?,get_disposable_virtual_card
Which ATMs accept this circuit board ?,atm_support
if im not using my account should i close it or just let it sit,terminate_account
I have been charged a fee for paying with card,card_payment_fee_charged
I have a payment in my statement that is off,card_payment_not_recognised
My card has been lost! help!,lost_or_stolen_card
is it just visa or can i also use mastercard?,visa_or_mastercard
"I would like to delete my account now, please.",terminate_account
use my credit to add money,supported_cards_and_currencies
Can I allow other people to top up my account?,topping_up_by_card
How do I use the app to exchange currencies?,exchange_via_app
It's been a week since I ordered my card and it's not here. Please help?,card_arrival
How do I open up an account for my child?,age_limit
Will I be able to top up by cheque?,top_up_by_cash_or_cheque
My card payment has had the status of pending forever. What is the issue? It should have gone through at some point.,pending_card_payment
Where can I find your locations?,country_support
How can the recipient see my money transaction?,transfer_not_received_by_recipient
How do I use contactless pay?,contactless_not_working
Fix my contactless,contactless_not_working
I'm having trouble with proving my identity.,unable_to_verify_identity
I couldn't do a transfer to an account,beneficiary_not_allowed
"I deposited cash this morning, but it is not yet available.",balance_not_updated_after_cheque_or_cash_deposit
I didn't receive the right amount of cash back,wrong_amount_of_cash_received
Why are you not accepting my transfer!! I've tried a couple times already now and it just keeps showing an error message,beneficiary_not_allowed
Are there certain cards and currencies you support?,supported_cards_and_currencies
How can someone add money to my account?,topping_up_by_card
I made a transfer to my friend earlier and she hasn't received it yet.  What's the hold up?,transfer_not_received_by_recipient
What is the reason that my top-up is still pending?,pending_top_up
"I was wondering why my payment hasn't gone through yet, its been a while.",pending_card_payment
Do I need to pay extra for exchanging currencies?,exchange_charge
"In regards to my card payment, the exchange rate is incorrect.",card_payment_wrong_exchange_rate
Will it be possible to change from USD to GBP with this App?,exchange_via_app
I am unable to get cash from the ATM,declined_cash_withdrawal
My transfer's stuck on pending.,pending_transfer
I was trying to top up my account and it isn't working,top_up_failed
What ATMs will allow me to change my PIN?,change_pin
I transferred some money to my mom 2 days ago and she has not received it. I double checked the information and it looks right. Can you help me?,transfer_not_received_by_recipient
I tried using my credit card with top up but it didn't work! I thought it was supposed to?,top_up_failed
when does my balance update for a transfer,balance_not_updated_after_bank_transfer
Can I order a new card to China?,card_about_to_expire
For some reason my account's been charged an extra dollar.,extra_charge_on_statement
Do you support fiat currencies?,fiat_currency_support
How can I get my card out of the damn ATM?,card_swallowed
"Hi, would you please activate my card?",activate_my_card
Can I choose between Visa and Mastercard?,visa_or_mastercard
How long do I need to wait to see an update after I make a bank transfer?,balance_not_updated_after_bank_transfer
The ATM keeps declining my card. I tried at a couple different ATMs. Can you tell me if there's a problem with my account?,declined_cash_withdrawal
It looks like this week I was double charged for a couple things. Is there any way that you can look into this for me and return the double charged items back to my card?,transaction_charged_twice
I need to know where my funds come from.,verify_source_of_funds
I would like to change currency,exchange_via_app
Why isn't a recent refund on my statement?,Refund_not_showing_up
Why have I been charged an extra pound?,extra_charge_on_statement
Why wouldn't my contactless work for the metro?,contactless_not_working
Can I cash deposit to top up my account,top_up_by_cash_or_cheque
Can I use my virtual card for recurring monthly payments?,virtual_card_not_working
What does a pending transaction mean?,pending_card_payment
How do I go through the process of currency exchange?,exchange_via_app
I have a problem!  The ATM stole my card!,card_swallowed
What do you require to verify someone's identity?,verify_my_identity
There is a transaction showing in my app that I did not make as I have not used that card all day.  Please reimburse this amount to my account.,direct_debit_payment_not_recognised
"help, lost my card",lost_or_stolen_card
The amount of cash I received was not the full amount,wrong_amount_of_cash_received
Do you guys accept cash? Because i deposited some this morning and I can't see it in my account.,balance_not_updated_after_cheque_or_cash_deposit
"After inputting the wrong pin too many times, can you now help me unblock my pin?",pin_blocked
Where can I use a disposable card?,disposable_card_limits
I want to reverse a purchase. Can I cancel it?,request_refund
How do I reset my passcode?,passcode_forgotten
Why was my payment cancelled?,reverted_card_payment?
I have a pending money transfer,pending_transfer
What is preventing me from adding a specific beneficiary?,beneficiary_not_allowed
Can I use a bank transfer to add money to my account?,transfer_into_account
What fiat currencies are supported for holding and exchange?,fiat_currency_support
I purchased something abroad and the incorrect exchange rate was applied.,card_payment_wrong_exchange_rate
Why do transfers get declined?,declined_transfer
I am inquiring about your auto top up feature.,automatic_top_up
There is a  €1 fee on my account I didn't authorize,extra_charge_on_statement
Can I have money transferred into my account at different intervals along my trip?,automatic_top_up
Are contactless payments enabled on my new card?,contactless_not_working
How do I replace a stolen card?,lost_or_stolen_card
The app shows a withdrawal that I did not make or authorize.,cash_withdrawal_not_recognised
I'v exhausted all the of times I can try my PIN,pin_blocked
Why am I being charged to withdrawal money?,cash_withdrawal_charge
Is there a list of ATMs that take this card?,atm_support
Why don't I see my top up in my wallet?,topping_up_by_card
Can I have a auto top-up when my account is short?,automatic_top_up
"Hi, i found a large amount payment in my old statements which i am sure was not made by me. I am aware that the time has passed but is there a way to raise a dispute for this payment now?",direct_debit_payment_not_recognised
Why is the payment I made still pending?,pending_card_payment
"How much time do transfers take? I sent money to a friend who needs it fast. It's been hours, and the money has not gone through.",transfer_not_received_by_recipient
"It says that my payment is pending, what does that mean?",pending_card_payment
I am unaware of what my password is.,passcode_forgotten
I don't know where the top-up verification code is.,verify_top_up
"My card payment was reverted, why?",reverted_card_payment?
I don't recall making that payment?,card_payment_not_recognised
Can I change or hold different currency?,fiat_currency_support
I can't see my refund in my history.,Refund_not_showing_up
When will the money from my bank transfer be available?,balance_not_updated_after_bank_transfer
Do you have any accounts for children ?,age_limit
How come my disposable virtual card used to pay for a gym subscription got rejected?,virtual_card_not_working
What is the significance of verifying the top-up?,verify_top_up
i tried to transfer cryptocurrency into my account but was denied,beneficiary_not_allowed
What do I do about my expired card?,card_about_to_expire
Will you guys charge me for topping up by transfer?,top_up_by_bank_transfer_charge
I think someone has access to my card numbers that shouldn't.,compromised_card
My credit card was declined for top-up. Can you see if there is enough funds in my account?,top_up_failed
I can't get my card to work.,card_not_working
how do I ask for a physical card?,order_physical_card
How do I freeze my card using the app?,compromised_card
Tell me why my transfer failed!,failed_transfer
What are ways to test why my card might not be working?,card_not_working
How can I Use thereto-top option?,automatic_top_up
My phone was stolen! What do I need to do?,lost_or_stolen_phone
Where to check top ups pending?,pending_top_up
Can I have my money refunded for an item,request_refund
Why are you charging fees on cash withdrawals? I went to withdraw some money earlier today after buying groceries. There's a fee that wasn't there before.,cash_withdrawal_charge
Why is there a payment I didn't do in my app?,card_payment_not_recognised
Can you explain the disposable cards to me?,get_disposable_virtual_card
"My top up hasn't gone through yet, why?",pending_top_up
I tried to make a transfer and it was declined. Why?,declined_transfer
What other currencies are available to change to?,exchange_via_app
Can my children have their own account?,age_limit
What countries do your services support?,country_support
Why hasn't the transfer shown up in my account yet?,transfer_timing
I need to transfer funds from China and quick expedition is crucial. Approximately how long does it take for a transfer from China to go through?,transfer_timing
I need to know what's going on. I was under the impression you offered cryto top up which doesn't seem to be working and money has just vanished from my account.,top_up_reverted
how long should I expect to wait for my card to arrive?,card_delivery_estimate
"I keep trying to make a payment, but it doesn't work.",declined_card_payment
Do exchanges cost more?,exchange_charge
How is the exchange rate doing?,exchange_rate
I suspect someone used my card.,compromised_card
"my balance has not changed, despite depositing a cheque",balance_not_updated_after_cheque_or_cash_deposit
I really was trying to complete this exhange. I was trying to purchase some crypto but the app won't allow me to do it. Can you tell me what's going on here?,beneficiary_not_allowed
Will you charge an extra fee for top ups?,top_up_by_card_charge
"I no longer have my phone, what should I do?",lost_or_stolen_phone
I want to top up my account. Can I do it with Google Pay?,apple_pay_or_google_pay
My payment was cancelled,reverted_card_payment?
I need more physical cards than I have right now!,getting_spare_card
Is it possible to receive a Visa and a MasterCard?,visa_or_mastercard
"I've been waiting for 3 days, why is my withdrawal still pending?",pending_cash_withdrawal
Can I change to another currency?,exchange_via_app
How much for an actual card?,order_physical_card
Do you provide currency exchange to Euros?,fiat_currency_support
I'm not sure how to provide my identity.,unable_to_verify_identity
The card PIN?,get_physical_card
How can I check the source for my funds?,verify_source_of_funds
Where can the cards be delivered?,order_physical_card
Where is my top-up generated from?,verify_source_of_funds
My account was charged for a withdraw I tried to make that was decline.,pending_cash_withdrawal
How long does a payment usually show as pending? Is it normal that mine is still pending?,pending_card_payment
Will you charge me more if I top up with an international card?,top_up_by_card_charge
transaction failed?,transfer_not_received_by_recipient
How come my card payment has been declined?,declined_card_payment
"Looks like my card payment was duplicated. I went to pay at the store earlier, got declined once,second time it works. App still stays pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?",transaction_charged_twice
I transferred the wrong amount and would like to cancel the transaction.,cancel_transfer
The exchange rate was different when I got cash,wrong_exchange_rate_for_cash_withdrawal
"My PIN seems to be blocked, help me access it?",pin_blocked
"I got my American Express in Apple Pay, why is top up not working correctly?",apple_pay_or_google_pay
Can you unblock my account?  I entered the PIN wrong.,pin_blocked
will i be able to open an account for my daughter,age_limit
Where can I check to see if there will be a fee added to my payment? Are there specific instances that will result in a fee added?,card_payment_fee_charged
"Where can I find the ""auto-top"" feature?",automatic_top_up
Where's my top up code?,verify_top_up
is there a charge on withdrawals?,cash_withdrawal_charge
"I'm trying to verify my identity but can't figure out how, what do I do?",verify_my_identity
how do VR cards work,get_disposable_virtual_card
Why do you need to know so much about me for my account?,why_verify_identity
Can I add a card that I just found (again) to the app?,card_linking
I need to modify my details.,edit_personal_details
"|I moved out of my old house two weeks ago and cancelled my direct debit to my old landlord, this direct debit was working fine.  Now I've moved in to a new place and set up a transfer to a new landlord but it's not reached her yet, can you check it please?",transfer_not_received_by_recipient
Is there a reason that my transfer failed?,failed_transfer
My card isn't working anymore.,card_not_working
How long before I can see that my cash withdrawal has taken place?,pending_cash_withdrawal
need to know if there is a maximum i can top up,top_up_limits
How can I top-ff my account using my Apple Watch?,apple_pay_or_google_pay
How do I do an international transfer?,transfer_into_account
what is this fee for transfering,transfer_fee_charged
"I blocked my card by mistake, how do I unblock it?",pin_blocked
Why is it required to verify my identity?,why_verify_identity
I would like to know how my friend would be able to send me money,receiving_money
What steps do I have to take to change my PIN?,change_pin
Why isn't the transfer on my account showing up?,balance_not_updated_after_bank_transfer
I used my card to top-up but the money is gone!,topping_up_by_card
Why did you charge a fee when I withdrew from an ATM?,cash_withdrawal_charge
How long does it take for a money transfer to show up?,pending_transfer
Why am I being asked to verify my identity?,why_verify_identity
Why was the exchange rate incorrect for an item I recently bought?,card_payment_wrong_exchange_rate
Where can I go to update my personal profile?,edit_personal_details
How can I top up automatically?,automatic_top_up
"I did not get my card yet, is it lost?",card_arrival
I'd like to get another card,getting_spare_card
Do I have to manually top up once I'm too low?,automatic_top_up
How do my friends top up my account,topping_up_by_card
How to exchange my currency,exchange_via_app
I need assistance with understanding which fiat currencies that you support.,fiat_currency_support
What is the verification code for my top up card?,verify_top_up
How to receive transfers from my employer when I get paid in GBP?,receiving_money
I'm confused as to why my transfer is still listed as pending on the website.,pending_transfer
I like Mastercard better.,visa_or_mastercard
Are refunds allowed for certain items.,request_refund
I expected a higher exchange rate when I withdrew money. Can you tell me current exchange rates?,wrong_exchange_rate_for_cash_withdrawal
How does a disposable virtual card work?,get_disposable_virtual_card
What on earth is up with the exchange rate! This should have been a much higher amount of cash,wrong_exchange_rate_for_cash_withdrawal
I a having trouble proving my identity,unable_to_verify_identity
I didn't cancel my card payment.,reverted_card_payment?
What is the purpose for verifying my identity?,why_verify_identity
Why do you need so much information about my identity?,why_verify_identity
"Why do you keep declining my transfers? It's been working well so far, but when I just tried to buy something, the card got declined. I tried it a few times, but same thing happened every try.",declined_transfer
I got cash abroad and need to check the exchange rate,wrong_exchange_rate_for_cash_withdrawal
I tried to make a transfer like five different times. Why won't your system let me? Is it broke?,failed_transfer
Cash deposit to my account but it has not appeared.,balance_not_updated_after_cheque_or_cash_deposit
How long until my new card gets here?,card_arrival
I would like to know what exchange rates you use?,exchange_rate
Help me close my account.,terminate_account
"Hi need your help for getting the refund or cancel the payment of an item, i have ordered but still have not received it.",request_refund
I'm unable to verify my identity,unable_to_verify_identity
Why am I not allowed to verify my id?,unable_to_verify_identity
"I see random purchases to my account, was it hacked?",compromised_card
would I need to pay extra for exchanging currencies?,exchange_charge
Why can't I take $100 out,wrong_amount_of_cash_received
Why couldn't I transfer funds to my beneficiary?,beneficiary_not_allowed
Do you have a tracking number for the card I was sent?,card_arrival
Why is a transfer I did recently still processing?,pending_transfer
What is the estimated wait time on a US transfer into my account?,transfer_timing
"I am tired of getting charged fees, and I have no idea why, please let me know what/when you charge fees for.",card_payment_fee_charged
I wanted to know about a pending dollar that is on my statement.,extra_charge_on_statement
Can you tell me the countries you operate in?,country_support
Tell me what ATMs take this card.,atm_support
If I have a physical card can I link it?,card_linking
I don't see a money transfer yet,pending_transfer
What do I need to do in order to use my card I just got?,activate_my_card
I am having a problem proving who I am,unable_to_verify_identity
I wanna revert a transaction i did this morning.,cancel_transfer
How many payments can I make using a virtual card?,disposable_card_limits
"Why are all my transfers failing?  I have the details right and they won't complete.  I've been trying all day and they still won't go through, this is URGENT, please help.",declined_transfer
Can you please explain the topping up transfer process?,transfer_into_account
I am not recognizing a debit payment from my account.,direct_debit_payment_not_recognised
Shopping on line I was declined when trying to buy something.,declined_transfer
When will my top up be approved?,pending_top_up
I believe my top up is still pending,pending_top_up
When would my card be charged an extra fee for a transaction?,card_payment_fee_charged
"I know I didn't make this payment showing up on my card, I don't remember this person at all.",card_payment_not_recognised
"Hi. I just withdrew cash from an ATM and received the wrong amount. However, my app shows the correct amount I withdrew. How do I get the rest of the cash?",wrong_amount_of_cash_received
I found my card. How can I put it into my app?,card_linking
My card payment was cancelled.,reverted_card_payment?
How do I get my virtual card?,getting_virtual_card
I'm pretty sure my top up failed. How do I fix this?,top_up_failed
An ATM machine didn't return my card.,card_swallowed
"There is an error, the app says I made an ATM withdrawal and I didn't.",cash_withdrawal_not_recognised
When will my transfer process?,balance_not_updated_after_bank_transfer
Why hasn't my return cleared my account?,Refund_not_showing_up
The exchange rate is bad. Are you sure this is the exchange rate?,card_payment_wrong_exchange_rate
What does it mean when a payment is pending?,pending_card_payment
"I recently transferred some cash, but the balance has not changed.",balance_not_updated_after_bank_transfer
My phone has been lost or stolen,lost_or_stolen_phone
So the transfer finally worked but now it's been pending for quite a long time. How long do you expect me to wait for it? It's quite urgent,pending_transfer
"I am seeing unathorized transactions in the app, on my account.",cash_withdrawal_not_recognised
Why do I have a transaction showing multiple times?,transaction_charged_twice
My refund is not showing.,Refund_not_showing_up
"Is there something wrong with my card payment? It's been pending a really, really long time.",pending_card_payment
"I've tried many times to make a payment, but it's not going through.  What's wrong?",declined_card_payment
Does the PIN come under separate cover?,get_physical_card
"If someone in a different country sends me money, do I have to pay a fee?",exchange_charge
Money that I have transferred hasn't arrived yet,balance_not_updated_after_bank_transfer
Why was there a fee with my cash withdrawal?,cash_withdrawal_charge
I want to delete my account. How do I do this?,terminate_account
What businesses accept my card?,card_acceptance
I didn't withdraw the amount of cash that is showing up in the app.,cash_withdrawal_not_recognised
Would I be able to get a refund for something I bought?,request_refund
Why can I not do a transfer to a beneficiary?,beneficiary_not_allowed
I exchange my currency quite a bit.  Do I get an exchange price break?,exchange_charge
I need to exchange foreign currency will i be charged?,exchange_charge
I am noticing that a refund of a large purchase still has not been credited to my account. I contacted the merchant a few days ago and he assured me that he would submit it right away. Is there a status update?,Refund_not_showing_up
I can't seem to use my card. Can you help?,card_not_working
"How long does a transfer from a UK account take? I just made one and it doesn't seem to be working, wondering if everything is okay",balance_not_updated_after_bank_transfer
Can I have a discount if I exchange currency often?,exchange_charge
Why isn't the recipient seeing the transaction? I just sent the money.,transfer_not_received_by_recipient
"Salary in GBP has been received, does it need to be configured elsewhere?",receiving_money
The rate applied to my purchase in a foreign currency was wrong.,card_payment_wrong_exchange_rate
How long will it take for my top up to work? It's still pending,pending_top_up
"I need an accurate exchange rate, when I make my withdrawals.",wrong_exchange_rate_for_cash_withdrawal
Why has my account balance not changed after depositing a cheque?,balance_not_updated_after_cheque_or_cash_deposit
i live in the US can i still get a card?,country_support
"In my statement, there was an extra €1 fee",extra_charge_on_statement
I have a disposable card but it does not work?,virtual_card_not_working
Can I put my old card back in the app?,card_linking
Payment I did not make.,card_payment_not_recognised
"My phone was stolen, what do I do?",lost_or_stolen_phone
Why am i being charged for withdrawing cash funds?,cash_withdrawal_charge
"Why do you keep declining my transfers? it's always been working really well so far but when I tried to buy something just now the card got declined, I tried couple of times already  but same thing is happening.",declined_transfer
My cash deposit hasn't posted to my account.,balance_not_updated_after_cheque_or_cash_deposit
What kind of foreign exchange rate will I get when I exchange my money?,exchange_rate
"While getting cash, I was charged a fee.",cash_withdrawal_charge
Why is my card payment showing as pending?,pending_card_payment
I cannot get my google pay to work.,apple_pay_or_google_pay
"When my card expires soon, how fast is the replacement card sent and what are the costs?",card_about_to_expire
What do I need to do for a PIN?,get_physical_card
What steps do I have to take to activate my card?,activate_my_card
When I exchanged currencies the value of my money changed.,wrong_exchange_rate_for_cash_withdrawal
Why could I not get cash?,declined_cash_withdrawal
Can it be delivered on a certain date?,card_delivery_estimate
What type of deposits do you accept into my account?,top_up_by_cash_or_cheque
Is there a top up fee for transfer?,top_up_by_bank_transfer_charge
"I noticed my card payment was cancelled, can you tell me why?",reverted_card_payment?
"I attempted to top up my car today, it failed! I just got it a couple of days before and it worked then. What is going on with it?",top_up_failed
I can't find any option to top up with a cheque?,top_up_by_cash_or_cheque
"It looks like someone besides me ordered something with my card, what should I do?",compromised_card
What happens when I am charged twice?,transaction_charged_twice
Are there any charges for topping up a US-issued card?,top_up_by_card_charge
"My card has not been delivered yet and its been a week since I ordered it, please help",card_arrival
What are the current exchange rates?,exchange_rate
How long does it take to verify a cash withdraw?,pending_cash_withdrawal
What is your shipping policies for cards?,card_delivery_estimate
I thought you guys offered free transfers. Why was I charged?,transfer_fee_charged
